Rating,Title,Content
1,thái độ của 1 nhận viêt rất lòi lõm và khó chịu,"mình bay chuyến 13h40 từ đà nẵng về sài gòn, cảm thấy mọi chuyện rất ok cho tới khi mình vô cửa số 6 để lên máy bay, mình dẫn theo bé 20m nên phải cất xe nôi và cbi giấy tờ, bé xuống xe rất hiếu động nên mình vừa giữ bé vừa xuất trình giấy tờ rất cực, cô nhân viên nói với mình bằng 1 thái độ rất khó chịu ""vô thì vô lẹ còn ko thì ra phía sau xếp hàng đi"" mình bảo chị thông cảm do bé ko có xe đẩy nó quậy quá, c ấy tl ""phải tự biết giữ chứ"", mình biết có hơi bất tiện 1 chút và mình có xin thông cảm nhưng thay vào đó là thái dộ rất khó chịu vs mình, đây là thái độ của 1 tiếp viên hàng không 4 sao?????"
3,Chuyến bay tuyệt vời bầu trời đẹp tiếp viên phục nhiệt tình không bằng mấy hãng hàng không khác Việt Nam nhất,Chuyến bay xuất phát đúng giờ khoang máy bay sạch sẽ tiếp viên phục vụ nhiệt tình dễ thương nói chuyện lịch sự không bằng tất hãng không bằng Việt Nam Nam Airlines thua xa tất cả hãng hàng không nước ngoài
3,Tốt ko bị delay,"Bay đúng giờ, phục vụ chuẩn, giá cả khá hợp lý
SẼ luôn sử dụng dịch vụ hàng không của vietnam airline"
1,làm ăn bố láo,mua vé ghi của vn airline nhưng luac check in lại là của pacific airline ko những thế delay từ 18h tới 19h30. giá vé lại không hề rẻ. hãng hàng không quốc gia mà làm ăn như con c
1,Bức xúc,Mình đi hãng Vietnamairlines lúc 6.7 ra trước lúc bay 15 phút những đã ko được hỗ trợ lên máy bay. Được báo lại là chuyến bay hành khách đã lên không hỗ trợ mình. Lúc mua là vé có thể đổi mình yêu cầu đổi sang chuyến khác thì bảo vé mua sau ngày 1.7 ko đổi được. Và mình phải đổi sang chuyến10h50 nhưng vào chờ thấy delay đến 11h40. Chả khác nào lúc đầu của mình đã ko đc hỗ trợ và mình phải mua vé khác nhưng vẫn chờ.
1,Đăng kí VNAir mà đi chuyến bay Paciffc,"Đăng kí + Làm thủ tục thì vẫn là cuôg vé của VN Air.
Tuy nhiên, khi ra máy bay thì đi của lien danh Pacific và delay hơn 1h để bay.
rất nhiều khách hàng bức xúc về cách làm việc này của VNair
Là hàng hàng không quốc gia mà làm ăn ko chuyên nghiệp"
1,Cơ chế check in online quá tệ!,Check in online kiểu gì mà người check sớm nhất bị xếp hàng cuối cùng trước? Cùi ko thể tả! Trên web và app k cho phép chọn chỗ.
3,Chuyên nghiệp,"Cảm thấy may mắn khi đi chuyến bay của VN258 ngày 15/5/22 vừa qua. Do có con nhỏ, đồ đạc khá lỉnh khỉnh nên khi hạ cánh tôi có làm rơi 1 ví tiền. Sau đó tôi có liên hệ tổng đài để thông báo mất thì không có ai nghe máy, cứ nghĩ là mất rồi thì sáng hôm sau có bạn tổng đài gọi lại do thấy cuộc gọi nhỡ, sau 1 hồi xác minh thì chiều vợ chồng tôi đã lấy lại dc ví bị mất và còn nguyên số tiền trong ví. Tôi có liên hệ đến chị Trang là người dọn dẹp chuyến bay đó để gửi lại chị 1 ít gọi là cảm ơn nhưng chị nhất quyết từ chối và cho rằng đó là trách nhiệm của mình, cảm thấy chị thật lương thiện và tử tế. Mong rằng những điều tốt đẹp sẽ đến với gia đình chị như là những điều tốt đẹp chị đã mang đến cho gia đình tôi. Cảm ơn chị Trang cũng như cảm ơn dịch vụ chuyên nghiệp của VNA!"
1,Delay quá nhiều,"Giá vé đắt hơn Vietjet nhiều mà lần nào bay cũng delay 1-2 tiếng. Tham lam chạy theo lợi nhuận xếp chuyến bay quá sát nhau, rồi tới lúc bị ảnh hưởng covid lại kêu cứu nhà nước. Tẩy chay"
1,"Dịch vụ tệ, nhân viên thái độ","Nhân viên hỗ trợ không nhiệt tình và thái độ hách dịch dù là khách bay thường xuyên. Hãng thông tin không rõ ràng về thủ tục dẫn đến trễ chuyến và bị tự ý hủy luôn chuyến về. Nhìn chung, nói là hãng hàng không 4 sao nhưng dịch vụ không ra gì"
1,TỆ,"Tôi check in chuyến bay cát bi đà lạt vào lúc 5h30 sáng ngày 04.05.2022 tại quầy số 8 và thái độ của nhân viên check in vô cùng trịch thượng. Nhân viên không đeo thẻ tên, không hướng dẫn chi tiết, đến khi hỏi lại thì tỏ vẻ khó chịu. Lần đầu sử dụng dịch vụ vietnam airlines nhưng tôi vô cùng thất vọng ngay từ khâu đầu tiên sử dụng dịch vụ"
1,Bức xúc về thời gian delay quá lâu,"15:15 bay rồi lại Delay 2 tiếng rồi lại delay thêm 15p.
Mất biết bao nhiêu thời gian của người khác ngồi chờ.
Nếu không sắp xếp được máy bay thì ban đầu đừng mở chuyến 15:15. Mở luôn 17:20 đi. Rồi lại delay thành 17:35.
Mất thời gian của người khác !"
1,Chưa lên chuyến bay đã thấy bực mình,"Đặt chuyến bay 14h05 ngày 28.04.2022. 10 sáng ngày 28 nhận được tin nhắn báo dời chuyến bay đến 17h. Rất bực mình vì gần đến giờ bay rồi hãng mới báo cho mình biết. Sao ko báo từ hôm qua trước đi để mình còn sắp xếp công việc hợp lý, giờ làm lỡ hết việc của mình rồi. Nhắn tin thì bảo rất tiếc hôm nay chỉ có một chuyến 17h thôi. Vậy là lừa khách hàng rồi. Thật rất thất vọng với kiểu dịch vụ này. Hy vọng là tình trạng này sẽ không lập lại nữa nếu không chắc mất hết khách hàng."
1,Hỗ trợ hành khách ko nhiệt tình. Dù là hạng thương gia hay phổ thông thì cũng đều là khách mà,"Chưa bao giờ gặp trường hợp như này. Mua vé 4 người mà 3 người lớn 1 trẻ sơ sinh. Gửi mail về checkin chọ ghế. Thì chỉ chọn được 2 người lớn. Người còn lại thì ko chọn được ghế. Gọi lên tổng đài thì nói mua ghế mất phí dịch vụ. Cải ngang với khách. Rồi tắt máy cái cạch. Ủa ủa. Chăm sóc khác hàng hay chửi khách hàng ạ. Vé mua rồi. Mà 2 người có ghế còn người kia sao. Đứng hả.
Ít ra cũng nói được câu c checkin tại quầy xem như nào. Bên e ko hỗ trợ hay hỗ trợ như nào để khách biết chớ. Ai đi tắt máy cái cạch là như nào"
1,Không hợp tác giải quyết hoàn tiền vé cho khách hàng,"Thật là tệ một hãng hàng không luôn quảng cáo là 4 sao mà luôn trây ì, lươn lẹc không chịu giải quyết cho khách hàng tiền hoàn vé. Gọi điện tổng đài hết cả tiền mà chỉ được nghe quảng cáo 4 sao, nhân viên thì né trách rồi lấy lý do để không trả tiền khách hàng. Mua vé gần 1.5 năm rồi mà không chịu hoàn trả tiền cho khách."
1,Đánh giá,Đặt vé 9h20 hãng tự đổi lên 9h mà không thông báo trước cho khách. Đến sân bay thì thì 9h bay đổi thành 10h. Coi thời gian của người khác là trò đùa ha j. Muốn đổi là đổi. Nhân viên thì thái độ với khách hàng. Đi lần đầu cũng như lần cuối
1,"Dịch vụ tổng đài 24/7 nhưng tổng đài viên luôn bận.
Website mua thêm hành lý thì cứ loading mãi không vô đc.","Tổng đài 24/7 nhưng liên hệ mãi luôn tình trạng các tổng đài viên đang bận, trừ hết tiền điện thoại dù là chưa đc gặp tư vấn viên để nhận đc sự hỗ trợ. Website mua thêm hành lý thì cứ loading mãi vẫn không vô đc ."
3,Chuyến bay tốt đẹp,"Chuyến bay tốt đẹp. Bay đúng thời gian. loại máy bay lớn nên bay rất êm, chỗ ngồi thoải mái, tiếp viên nhiệt tình thân thiện. Hạ cánh tiếp đất êm!"
3,Chuyến đi tốt đẹp,Chuyến bay tốt đẹp; làm thủ tục nhanh; bay đúng thời gian; phục vụ nhiệt tình chu đáo( Nên bỏ qui định phải tói thiểu 100 ký tự)
3,Chuyến bay nối chuyến bị chậm 90 phút do thời tiết,Một chuyến bay ổn. Hạ cánh tiếp đất êm. Do nối chuyến từ Hà Nội vào chậm 90 phút lên chuyến này cũng bị chậm khoảng 90 phút .
3,Hãng hàng không Việt Nam tôi tin tưởng nhất.,Một chuyến bay bình thường không có cảm giác ấn tương ( Không nhất thiết phải viết tối thiểu 100 ký tự)
1,VNA nhắn tin hoãn chuyến bay chậm 3 tiếng so với thời gian bay dự kiến ngay khi khách hàng đã và đang check in.,"Ngày 23/01/2022, VNA đã nhắn tin hoãn chuyến bay SGN-HAN VN248 từ 13:00 xuống 16:00 rồi xuống 16:45, tức là chậm hơn 3 tiếng so với thời gian bay dự kiến ngay khi khách hàng đã và đang check in. Tôi không có sự lựa chọn nào khác là phải check in và ngồi chờ tại sân bay hơn 4 tiếng đồng hồ vì nhà tôi ko gần sân bay để đi đi về về theo sự điều chỉnh lịch bay của hãng. Thiết nghĩ, thời gian của ai cũng quý báu như nhau mà việc hoãn chuyến của khách hàng sát nút như vậy là thiếu trách nhiệm và không tôn trọng khách hàng."
1,Tồi tệ,"Gọi tổng đài để hỗ trợ thì không nghe máy trong khi mình gọi rất nhiều cuộc và vẫn bắt chờ máy, tốn rất nhiều tiền cho 1 cuộc gọi như thế này những không giải quyết được vấn đề ??? Đây được gọi là hãng hàng không 4 sao đây ạ ?"
1,"Dịch vụ quá tệ, quy trình coi thường khách hàng","Mình bị hủy chuyến bay và không thể đổi sang giờ khác trong khi mình phải tốn phí gọi lên tổng đài chờ lâu mất thời gian thêm bực mình, lại phải thay đổi kế hoạch đi chơi. Quá mệt mỏi với cái hãng hàng không tệ hại này rồi. Khuyến cáo mọi người không nên book vé hãng này, càng ngày càng tệ và coi thường khách hàng"
1,Hãng hàng không 1 sao,"Đổi chuyến mà chỉ thông báo qua 1 tin nhắn nhỏ nhoi, gọi lên tổng đài thì tốn phí chờ lâu và cuối cùng phải bỏ vé để đổi sang vé khác tốn phí đổi. Quy trình như vậy không thể chấp nhận được, coi thường khách hàng quá mức. Mọi người nên tẩy chay hãng này đi, hạ xuống 1 sao thì mới đúng."
1,tổng đài vietnamairline,mình bị đổi vé gọi tổng đài hỗ trợ cả chục lần với khung giờ khác nhau nhưng luôn bị bận mình k hiểu nỗi dịch vụ của vietnamairline. thật thất vọng
1,Thủ tục rườm rà mất nhiều thời gian,Khi làm thủ tục check-in thì mình nhận ra mình thiếu mất một số giấy tờ nên xuống quầy vé làm thủ tục đổi vé sang buổi chiều ví lúc đó là buổi sáng tưởng chừng mọi việc sẽ diễn ra suôn sẻ thì lúc làm vé nhân viên tại quầy lại nói phải đổi tại bên đại lý khi gọi cho đại lý thì lại kêu đổi tại sân bay ? Vậy thôi ban đầu bán vé luôn tại sân bay luôn đi mở đại lý làm gì ? Đã vậy trong quá trình đổi vé thì thái độ nhân viên đã không tốt nữa hỏi với trả lời cọc lóc làm thì chậm mình đổi từ lúc 6:25 mà tới tận 7:40 mới xong trong khi giờ bay là 7:45 (bài viết trên dựa theo ý kiến cá nhân của mình khi đi nên có một số lời sẽ một chiều mong mọi người thông cảm)
3,Tiếp viên phục vụ tốt,Nhân viên tốt đồ ăn ngon tôi sẽ đi Việt Nam nhiều lần nữa tôi yêu hãng không Việt Nam Nam Airlines hãng không 5 Sao tốt nhất thế giới
1,Thậm tệ,"Không còn lời nào để nói. Cũng không phải lần đầu tiên gặp sự cố với VNA, nhưng tới bây h là không thể chấp nhận được. Đặt vé bay chiều để công tác, VNA tự đổi sang vé sáng với 1 tin nhắn trống không. Gọi cho VNA nguyên 1 buổi sáng nhằm đổi vé hoặc hoàn tiền. Không có một số nào liên lạc được, không số nào có tín hiệu. Qúa nản, lần này chắc chấn lần cuối đi VNA"
1,Thất vọng vì thái độ nhân viên quá thiếu chuyên nghiệp,"Ba mẹ mình bay từ TP. Đồng Hới vào TP. HCM. Ba mẹ đến sớm làm thủ tục check in, khai báo y tế, quét an ninh đầy đủ cả, chỉ còn ngồi đợi đến giờ ra máy bay. Vì là lần đầu tiên đi máy bay nên ba mẹ mình ko để ý thông báo máy bay đến, đến giờ bay mà ko thấy nhân viên báo, ba mẹ mình tới hỏi thì nhân viên nói máy bay đóng cửa chuẩn bị bay, ko cho lên máy bay, nói phải mua vé khác. Đã vậy hãng còn ko có loa thông báo khi chuyến bay chưa đủ người, thái độ nhân viên hằn học, ko hỗ trợ hành khách ngay từ lúc làm thủ tục. Quá thất vọng, mình và gia đình sẽ ko đi hãng Vietnam airline nữa."
1,Chất lượng dịch vụ và khả năng điều phối hành khách rất tệ,Hãng bắt hành khách đổi cổng đi rồi lại thông báo trễ chuyến làm khách phải xếp hàng lại tới tận 5 lần! Rất thất vọng trước khả năng điều phối hành khách của hãng. Mong hãng phải có những cải cách mạnh hơn.
3,Đánh giá hãng hàng không,"Chuyến bay an toàn, tiếp viên thân thiện, dịch vụ tốt, có đủ dù cho hành khách. Sẽ là khách hành thân thiết với hãng"
3,Chuyến bay hạnh phúc,"Tôi thấy dịch vụ bên đây tạm ổn, đồ ăn ngon, nhưng có điều máy bay ngồi hơi khó chịu, không thoải mái"
3,Một hãng hàng không tuyệt vời,"Nhân viên thái độ tốt , luôn tươi cười , lịch sự , chuyến bay đúng giờ , máy bay sạch sẽ , phòng chống dịch tốt ,"
3,Chỗ ngồi tuyệt vời,"Mình sử dụng vé hạng thương gia cho chuyến bay từ HCM->HN, mình thấy ghế ngồi hạnh thương gia đánh đồng tiền hơn các hãng bay khác, rộng, đẹp, tiếp viên tận tình, đồ ăn ngon, nói chung rất ok."
3,Tốt,Em với mẹ đi du lịch tháng 8 năm 2019 cùng mẹ tôi tiếp viên phục vụ chu đáo nợ nụ cười Đồ ăn ngon tôi yêu hãng không bông sen vàng tốt nhất thế giới 🇻🇳💗✈️
1,Thái độ và cách phục vụ hỗ trợ KH thiếu chuyên nghiệp,"Nghiệp vụ quá tệ, hotline thì 3 ngày mới nhận đc 1 cuộc gọi.
Mail thì không ai phản hồi.

Kh diện hạn chế bay do bộ trưởng đưa xuống thì phải hướng dẫn KH xin nghị định xin giấy để hỗ trợ KH

Đằng này nhân viên làm việc thiếu chuyên nghiệp , k hỗ trợ đổ thừa trách nhiệm KH trễ chuyến trong khi đã gửi mail trc ngày bay và Ll hotline nhưng k đc .

Hệ thống cứng nhắt , Nhân viên hời hợt . Sẽ không bao giờ đi VNAL ."
